,team,player,position,to,hall_of_fame,all_pro,pro_bowl,starter,carAV,drAV,games,pass_comp,pass_att,pass_yards,pass_tds,pass_int,rush_att,rush_yards,rush_tds,receptions,rec_yards,rec_tds,interceptions,sacks,tackles
5714,SEA,Adam Schreiber,G,1999.0,False,0,0,2,15.0,0.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5716,DEN,Chris Brewer,RB,1987.0,False,0,0,0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,34.0,83.0,2.0,7.0,76.0,1.0,0.0,0.0,0.0
5718,PIT,Rich Erenberg,RB,1986.0,False,0,0,1,13.0,13.0,46.0,0.0,0.0,0.0,0.0,0.0,174.0,642.0,3.0,98.0,901.0,7.0,0.0,0.0,0.0
5719,SFO,Derrick Harmon,RB,1986.0,False,0,0,0,5.0,5.0,39.0,0.0,3.0,0.0,0.0,0.0,94.0,361.0,2.0,23.0,203.0,0.0,0.0,0.0,0.0
5721,MIA,Jim Boyle,OT,1988.0,False,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
5722,NWE,Dave Windham,LB,1987.0,False,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5724,RAM,Norwood Vann,LB,1988.0,False,0,0,0,6.0,6.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5726,NYG,David Jordan,G,1987.0,False,0,0,0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5729,KAN,Al Wenglikowski,LB,1987.0,False,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5730,DET,William Frizzell,DB,1993.0,False,0,0,0,4.0,0.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,4.0,0.0
5734,BUF,Joe Azelby,LB,1984.0,False,0,0,0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5735,NOR,Paul Gray,LB,1987.0,False,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5738,GNB,Gary Hoffman,OT,1987.0,False,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5741,SEA,Randall Morris,RB,1988.0,False,0,0,0,6.0,6.0,64.0,0.0,2.0,0.0,0.0,0.0,156.0,651.0,1.0,15.0,75.0,0.0,0.0,0.0,0.0
5742,CHI,Shaun Gayle,DB,1995.0,False,0,1,7,50.0,42.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,427.0
5743,DEN,Bobby Micho,TE,1987.0,False,0,0,0,3.0,3.0,26.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,25.0,242.0,2.0,0.0,0.0,0.0
5748,MIA,John Chesley,TE,1984.0,False,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5749,DAL,Brian Salonen,LB,1985.0,False,0,0,0,3.0,3.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5750,WAS,Keith Griffin,RB,1988.0,False,0,0,0,13.0,13.0,65.0,0.0,0.0,0.0,0.0,0.0,329.0,1343.0,3.0,61.0,460.0,2.0,0.0,0.0,0.0
5751,CLE,Earnest Byner,RB,1997.0,False,0,2,8,82.0,38.0,211.0,3.0,10.0,90.0,3.0,0.0,2095.0,8261.0,56.0,512.0,4605.0,15.0,0.0,0.0,0.0
5752,TAM,Blair Kiel,QB,1991.0,False,0,0,0,4.0,0.0,25.0,108.0,193.0,1296.0,8.0,7.0,16.0,105.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5753,RAI,Gardner Williams,DB,1984.0,False,0,0,0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5754,NYG,Frank Cephous,RB,1984.0,False,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5757,SDG,Buford McGee,RB,1992.0,False,0,0,3,16.0,4.0,107.0,3.0,3.0,24.0,1.0,0.0,289.0,1086.0,17.0,155.0,1264.0,13.0,0.0,0.0,0.0
5764,RAM,Michael Harper,WR,1989.0,False,0,0,0,4.0,2.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,25.0,352.0,1.0,0.0,0.0,0.0
5765,GNB,Mark Cannon,C,1991.0,False,0,0,3,23.0,23.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5767,STL,Kyle Mackey,QB,1989.0,False,0,0,0,3.0,2.0,7.0,68.0,134.0,729.0,3.0,6.0,19.0,101.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
5769,DEN,Gene Lang,RB,1990.0,False,0,0,1,17.0,9.0,89.0,0.0,1.0,0.0,0.0,0.0,319.0,1148.0,11.0,134.0,1280.0,9.0,0.0,0.0,0.0
5770,BUF,Craig White,WR,1984.0,False,0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,28.0,0.0,0.0,0.0,0.0
5774,PIT,Elton Veals,RB,1984.0,False,0,0,0,1.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,31.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5775,DAL,Dowe Aughtman,DT,1984.0,False,0,0,0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5776,MIA,Bud Brown,DB,1988.0,False,0,0,3,20.0,20.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,219.0
5777,WAS,Anthony Jones,TE,1988.0,False,0,0,0,0.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,27.0,0.0,0.0,0.0,0.0
5784,GNB,Lenny Taylor,WR,1987.0,False,0,0,0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,-13.0,0.0,13.0,179.0,1.0,0.0,0.0,0.0
5788,IND,Steve Hathaway,LB,1984.0,False,0,0,0,1.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5789,ATL,Don Holmes,WR,1990.0,False,0,0,0,3.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,413.0,1.0,0.0,0.0,0.0
5801,CHI,Donald Jordan,RB,1984.0,False,0,0,0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,11.0,70.0,0.0,1.0,6.0,0.0,0.0,0.0,0.0
5803,PIT,Scoop Gillespie,RB,1984.0,False,0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,7.0,18.0,0.0,1.0,12.0,0.0,0.0,0.0,0.0
5806,WAS,Curtland Thomas,WR,1987.0,False,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0
5808,BUF,Bruce Smith,DE,2003.0,True,8,11,18,147.0,138.0,279.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,200.0,1224.0
5809,ATL,Bill Fralic,G,1993.0,False,2,4,9,67.0,60.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-4.0,0.0,0.0,0.0,0.0
5810,HOU,Ray Childress,DT,1996.0,False,1,5,10,90.0,90.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,76.0,306.0
5811,MIN,Chris Doleman,DE,1999.0,True,2,8,13,114.0,85.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,150.0,581.0
5812,IND,Duane Bickett,LB,1996.0,False,0,1,9,63.0,62.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,53.0,647.0
5813,DET,Lomas Brown,OT,2002.0,False,1,7,17,107.0,81.0,263.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5814,GNB,Ken Ruettgers,OT,1996.0,False,0,0,9,60.0,60.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5815,TAM,Ron Holmes,DE,1992.0,False,0,0,6,32.0,15.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,231.0
5816,PHI,Kevin Allen,OT,1985.0,False,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5817,NYJ,Al Toon,WR,1992.0,False,1,3,8,54.0,54.0,107.0,1.0,3.0,27.0,0.0,0.0,4.0,7.0,0.0,517.0,6605.0,31.0,0.0,0.0,0.0
5818,HOU,Richard Johnson,DB,1992.0,False,0,0,2,15.0,15.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1.0,175.0
5819,SDG,Jim Lachey,OT,1995.0,False,3,3,9,83.0,22.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5820,CIN,Eddie Brown,WR,1991.0,False,0,1,7,58.0,58.0,102.0,0.0,0.0,0.0,0.0,0.0,25.0,164.0,0.0,363.0,6134.0,41.0,0.0,0.0,0.0
5821,BUF,Derrick Burroughs,DB,1989.0,False,0,0,3,22.0,22.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,219.0
5822,KAN,Ethan Horton,TE,1994.0,False,0,1,5,22.0,3.0,116.0,0.0,1.0,0.0,0.0,0.0,79.0,241.0,3.0,212.0,2360.0,17.0,0.0,0.0,0.0
5823,SFO,Jerry Rice,WR,2004.0,True,10,13,18,159.0,147.0,303.0,3.0,10.0,71.0,1.0,1.0,87.0,645.0,10.0,1549.0,22895.0,197.0,0.0,0.0,0.0
5824,DAL,Kevin Brooks,DT,1990.0,False,0,0,3,21.0,13.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,118.0
5825,STL,Freddie Joe Nunn,DE,1996.0,False,0,0,8,49.0,47.0,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,68.0,285.0
5826,NYG,George Adams,RB,1991.0,False,0,0,1,13.0,12.0,76.0,0.0,1.0,0.0,0.0,0.0,257.0,886.0,3.0,111.0,1014.0,4.0,0.0,0.0,0.0
5827,PIT,Darryl Sims,DE,1988.0,False,0,0,0,9.0,3.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
5828,RAM,Jerry Gray,DB,1993.0,False,0,4,7,67.0,58.0,134.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,5.0,427.0
5829,CHI,William Perry,DT,1994.0,False,0,0,9,48.0,38.0,138.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,2.0,1.0,4.0,1.0,2.0,30.0,316.0
5830,RAI,Jessie Hester,WR,1995.0,False,0,0,7,37.0,9.0,147.0,0.0,0.0,0.0,0.0,0.0,8.0,53.0,1.0,373.0,5850.0,29.0,0.0,0.0,0.0
5831,NOR,Alvin Toles,LB,1988.0,False,0,0,1,11.0,11.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,92.0
5832,CIN,Emanuel King,LB,1989.0,False,0,0,2,15.0,13.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,168.0
5833,DEN,Steve Sewell,RB,1991.0,False,0,0,0,26.0,26.0,94.0,2.0,7.0,47.0,1.0,0.0,229.0,917.0,13.0,187.0,2354.0,13.0,0.0,0.0,0.0
5834,MIA,Lorenzo Hampton,RB,1989.0,False,0,0,3,25.0,25.0,70.0,0.0,0.0,0.0,0.0,0.0,500.0,1949.0,22.0,123.0,954.0,6.0,0.0,0.0,0.0
5835,NWE,Trevor Matich,C,1996.0,False,0,0,0,6.0,2.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,1.0,0.0,0.0,0.0
5836,BUF,Mark Traynowicz,G,1989.0,False,0,0,0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5837,MIN,Issiac Holt,DB,1992.0,False,0,0,5,37.0,15.0,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,4.0,337.0
5838,DEN,Vance Johnson,WR,1995.0,False,0,0,6,47.0,47.0,128.0,0.0,4.0,0.0,0.0,0.0,17.0,44.0,0.0,415.0,5695.0,37.0,0.0,0.0,0.0
5839,IND,Don Anderson,DB,1987.0,False,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5840,WAS,Tory Nixon,DB,1988.0,False,0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5841,DET,Kevin Glover,C,1999.0,False,0,3,12,79.0,76.0,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5842,CLE,Greg Allen,RB,1986.0,False,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,9.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5843,HOU,Richard Byrd,DE,1989.0,False,0,0,3,19.0,19.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,130.0
5844,PHI,Randall Cunningham,QB,2001.0,False,1,4,7,107.0,82.0,161.0,2429.0,4289.0,29979.0,207.0,134.0,775.0,4928.0,35.0,2.0,-6.0,0.0,0.0,0.0,0.0
5845,NOR,Daren Gilbert,OT,1988.0,False,0,0,0,9.0,9.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5846,SDG,Wayne Davis,DB,1990.0,False,0,0,0,6.0,6.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0
5847,NYJ,Lester Lyles,DB,1990.0,False,0,0,1,7.0,7.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,5.0,111.0
5848,KAN,Jonathan Hayes,TE,1996.0,False,0,0,6,14.0,13.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0,1718.0,13.0,0.0,0.0,0.0
5849,BUF,Chris Burkett,WR,1993.0,False,0,0,3,31.0,16.0,131.0,0.0,0.0,0.0,0.0,0.0,2.0,-6.0,0.0,292.0,4352.0,19.0,0.0,0.0,0.0
5850,CIN,Carl Zander,LB,1991.0,False,0,0,6,34.0,34.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,394.0
5851,DAL,Jesse Penn,LB,1987.0,False,0,0,0,6.0,6.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0
5852,ATL,Mike Gann,DE,1993.0,False,0,0,8,43.0,43.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,285.0
5853,NYG,Stacy Robinson,WR,1990.0,False,0,0,1,6.0,6.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,749.0,7.0,0.0,0.0,0.0
5854,PIT,Mark Behning,OT,1986.0,False,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5855,NWE,Garin Veris,DE,1992.0,False,0,0,3,26.0,26.0,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,36.0,130.0
5856,CHI,Reggie Phillips,DB,1988.0,False,0,0,0,10.0,10.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
5857,RAM,Chuck Scott,WR,1987.0,False,0,0,0,1.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,87.0,0.0,0.0,0.0,0.0
5858,STL,Scott Bergold,OT,1985.0,False,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5859,NWE,Jim Bowman,DB,1989.0,False,0,0,1,7.0,7.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,111.0
5860,SEA,Owen Gill,RB,1987.0,False,0,0,0,4.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,98.0,490.0,3.0,21.0,189.0,0.0,0.0,0.0,0.0
5861,DEN,Simon Fletcher,LB,1995.0,False,0,0,9,62.0,62.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,98.0,647.0
5862,SDG,Jeffery Dale,DB,1988.0,False,0,0,2,14.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,175.0
5863,NWE,Ben Thomas,DE,1991.0,False,0,0,1,9.0,2.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,63.0
5864,BUF,Frank Reich,QB,1998.0,False,0,0,1,15.0,8.0,118.0,508.0,932.0,6075.0,40.0,36.0,91.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5865,NYG,Tyrone Davis,DB,1985.0,False,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5866,MIN,Kirk Lowdermilk,C,1996.0,False,0,0,10,61.0,34.0,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5867,MIN,Tim Meamber,LB,1985.0,False,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5868,IND,Anthony Young,DB,1985.0,False,0,0,1,6.0,6.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,111.0
5869,DET,James Johnson,LB,1987.0,False,0,0,0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5870,BUF,Hal Garner,LB,1991.0,False,0,0,0,5.0,5.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
5871,TAM,Ervin Randle,LB,1992.0,False,0,0,3,24.0,21.0,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,210.0
5872,MIA,George Little,DE,1987.0,False,0,0,1,8.0,8.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,63.0
5873,MIN,Tim Long,C,1987.0,False,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5874,NYJ,Donnie Elder,DB,1991.0,False,0,0,0,0.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0
5875,NOR,Jack Del Rio,LB,1995.0,False,0,1,10,55.0,6.0,160.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,0.0,13.0,13.0,579.0
5876,SDG,John Hendy,DB,1985.0,False,0,0,1,5.0,5.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,111.0
5877,CIN,Sean Thomas,DB,1985.0,False,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5878,GNB,Rich Moran,G,1993.0,False,0,0,5,36.0,36.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5879,STL,Lance Smith,G,1996.0,False,0,0,11,64.0,52.0,182.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5880,NYG,Brian Johnston,C,1987.0,False,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5881,PIT,Liffort Hobley,DB,1993.0,False,0,0,1,14.0,7.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,111.0
5882,SFO,Ricky Moore,RB,1988.0,False,0,0,1,2.0,2.0,22.0,0.0,0.0,0.0,0.0,0.0,40.0,126.0,1.0,27.0,220.0,0.0,0.0,0.0,0.0
5883,DAL,Crawford Ker,G,1991.0,False,0,0,6,39.0,34.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5885,CHI,James Maness,WR,1985.0,False,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0,0.0,0.0,0.0,0.0
5886,RAI,Tim Moffett,WR,1987.0,False,0,0,0,3.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,16.0,247.0,1.0,0.0,0.0,0.0
5887,RAI,Stefon Adams,DB,1990.0,False,0,0,0,0.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
5888,SEA,Danny Greene,WR,1985.0,False,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,1.0,0.0,0.0,0.0
5889,HOU,Mike Kelley,C,1987.0,False,0,0,0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5890,MIA,Alex Moyer,LB,1986.0,False,0,0,0,1.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
5891,NWE,Audray McMillian,DB,1993.0,False,1,1,2,34.0,11.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,175.0
5892,MIN,Buster Rhymes,WR,1986.0,False,0,0,0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,149.0,0.0,0.0,0.0,0.0
5893,BUF,Andre Reed,WR,2000.0,True,0,7,14,98.0,97.0,234.0,1.0,1.0,32.0,0.0,0.0,75.0,500.0,1.0,951.0,13198.0,87.0,0.0,0.0,0.0
5894,HOU,Tom Briehl,LB,1987.0,False,0,0,0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5895,IND,Willie Broughton,DT,1996.0,False,0,0,4,22.0,4.0,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,139.0
5896,ATL,Emile Harry,WR,1992.0,False,0,0,0,18.0,2.0,83.0,0.0,0.0,0.0,0.0,0.0,2.0,36.0,0.0,150.0,2011.0,9.0,0.0,0.0,0.0
5897,DET,Kevin Hancock,LB,1987.0,False,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5898,MIA,Mike Smith,DB,1987.0,False,0,0,0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
5904,CIN,Anthony Tuggle,DB,1987.0,False,0,0,0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5905,GNB,Walter Stanley,WR,1992.0,False,0,0,3,17.0,14.0,85.0,0.0,0.0,0.0,0.0,0.0,6.0,58.0,0.0,130.0,2213.0,5.0,0.0,0.0,0.0
5906,KAN,Bob Olderman,G,1985.0,False,0,0,1,7.0,7.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5907,NYG,Mark Bavaro,TE,1994.0,False,2,2,8,39.0,33.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,4733.0,39.0,0.0,0.0,0.0
5908,PIT,Dan Turk,C,1999.0,False,0,0,2,13.0,0.0,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5909,NWE,Tom Toth,G,1990.0,False,0,0,1,10.0,6.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5910,DAL,Robert Lavette,RB,1987.0,False,0,0,0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,23.0,40.0,0.0,7.0,45.0,1.0,0.0,0.0,0.0
5911,STL,Ron Wolfley,RB,1995.0,False,0,4,0,2.0,2.0,145.0,0.0,0.0,0.0,0.0,0.0,86.0,263.0,2.0,26.0,200.0,2.0,0.0,0.0,0.0
5913,MIN,Kyle Morrell,DB,1986.0,False,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5914,RAI,Jamie Kimmel,LB,1987.0,False,0,0,0,3.0,3.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5917,DEN,Keli McGregor,TE,1985.0,False,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
