,team,player,position,to,hall_of_fame,all_pro,pro_bowl,starter,carAV,drAV,games,pass_comp,pass_att,pass_yards,pass_tds,pass_int,rush_att,rush_yards,rush_tds,receptions,rec_yards,rec_tds,interceptions,sacks,tackles
203,RAM,Rich Saul,C,1981.0,False,0,6,7,68.0,68.0,176.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,DEN,Lew Porter,WR,1970.0,False,0,0,0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,0.0,1.0,29.0,0.0,0.0,0.0,0.0
208,PIT,Carl Crennel,LB,1970.0,False,0,0,0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,CHI,Linzy Cole,WR,1972.0,False,0,0,0,1.0,1.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,47.0,0.0,0.0,0.0,0.0
210,MIA,Hubert Ginn,RB,1978.0,False,0,0,0,6.0,5.0,90.0,0.0,0.0,0.0,0.0,0.0,132.0,521.0,3.0,9.0,49.0,0.0,0.0,0.0,0.0
211,BOS,Dennis Wirgowski,DE,1973.0,False,0,0,3,12.0,10.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,130.0
213,STL,Paul White,RB,1971.0,False,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,SFO,Preston Riley,WR,1973.0,False,0,0,1,5.0,5.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,331.0,1.0,0.0,0.0,0.0
217,NOR,Jim Otis,RB,1978.0,False,0,1,4,37.0,1.0,116.0,0.0,0.0,0.0,0.0,0.0,1160.0,4350.0,19.0,90.0,549.0,3.0,0.0,0.0,0.0
218,DEN,Dave Washington,LB,1980.0,False,0,1,6,46.0,10.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,6.0,16.0,394.0
220,NYG,Pat Hughes,LB,1979.0,False,0,0,7,41.0,27.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,442.0
222,SDG,Chris Fletcher,DB,1976.0,False,0,0,3,20.0,20.0,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,219.0
227,NYJ,Eddie Bell,WR,1976.0,False,0,0,3,21.0,21.0,86.0,0.0,1.0,0.0,0.0,1.0,3.0,-12.0,0.0,118.0,1774.0,12.0,0.0,0.0,0.0
234,CHI,Glen Holloway,G,1974.0,False,0,0,4,24.0,21.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240,CIN,Nick Roman,DE,1974.0,False,0,0,2,20.0,4.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,103.0
241,STL,Tony Plummer,DB,1974.0,False,0,0,0,0.0,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
242,SFO,Larry Schreiber,RB,1976.0,False,0,0,2,22.0,22.0,74.0,0.0,0.0,0.0,0.0,0.0,506.0,1749.0,10.0,117.0,982.0,4.0,0.0,0.0,0.0
243,NOR,Jim Brumfield,RB,1971.0,False,0,0,0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
248,HOU,Joe Dawkins,RB,1976.0,False,0,0,4,35.0,5.0,98.0,0.0,0.0,0.0,0.0,0.0,698.0,2661.0,13.0,145.0,1316.0,3.0,0.0,0.0,0.0
250,GNB,Frank Patrick,QB,1972.0,False,0,0,0,0.0,0.0,4.0,8.0,23.0,107.0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
251,BAL,Dick Palmer,LB,1974.0,False,0,0,0,12.0,3.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,DET,Bruce Maxwell,RB,1970.0,False,0,0,0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
254,CLE,William Yanchar,DT,1970.0,False,0,0,0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,DAL,Pete Athas,DB,1976.0,False,0,0,3,30.0,16.0,79.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,16.0,3.0,219.0
259,MIN,Stu Voigt,TE,1980.0,False,0,0,6,21.0,21.0,131.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,177.0,1919.0,17.0,0.0,0.0,0.0
260,PIT,Calvin Hunt,C,1973.0,False,0,0,1,4.0,4.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,STL,Mike Siwek,DT,1970.0,False,0,0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267,PHI,Billy Walik,WR,1972.0,False,0,0,0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,15.0,1.0,0.0,0.0,0.0
271,ATL,Mike Brunson,RB,1970.0,False,0,0,0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
274,SDG,Jack Protz,LB,1970.0,False,0,0,0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,WAS,Mack Alston,TE,1980.0,False,0,0,5,12.0,1.0,145.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,108.0,1247.0,15.0,0.0,0.0,0.0
279,NYJ,Earlie Thomas,DB,1975.0,False,0,0,4,32.0,28.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,265.0
285,MIN,Godfrey Zaunbrecher,C,1973.0,False,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,CHI,Butch Davis,DB,1970.0,False,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
287,PIT,Rick Sharp,OT,1972.0,False,0,0,0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,MIA,Mike Kolen,LB,1977.0,False,0,0,6,42.0,42.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,16.0,394.0
308,DAL,Joe Williams,RB,1972.0,False,0,0,0,2.0,1.0,26.0,0.0,0.0,0.0,0.0,0.0,52.0,139.0,1.0,19.0,175.0,0.0,0.0,0.0,0.0
313,CHI,Jimmy Gunn,LB,1976.0,False,0,0,2,22.0,16.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,168.0
317,PHI,Dick Stevens,OT,1974.0,False,0,0,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
318,CIN,Paul Dunn,RB,1970.0,False,0,0,0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,HOU,Jess Lewis,LB,1970.0,False,0,0,0,3.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
327,GNB,Dave Smith,RB,1970.0,False,0,0,0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,14.0,42.0,0.0,4.0,65.0,0.0,0.0,0.0,0.0
330,DET,Dave Haverdick,DT,1970.0,False,0,0,0,4.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
334,DAL,Mark Washington,DB,1979.0,False,0,0,1,20.0,20.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,111.0
335,OAK,Don Highsmith,RB,1973.0,False,0,0,0,6.0,6.0,37.0,0.0,0.0,0.0,0.0,0.0,94.0,327.0,2.0,12.0,143.0,0.0,0.0,0.0,0.0
339,PIT,Bert Askson,DE,1977.0,False,0,0,0,10.0,3.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,78.0,1.0,0.0,0.0,0.0
347,NOR,Doug Sutherland,DT,1981.0,False,0,0,7,53.0,1.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0,213.0
355,BAL,Tom Curtis,DB,1971.0,False,0,0,0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
356,DET,Charlie Brown,WR,1970.0,False,0,0,0,1.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,38.0,0.0,0.0,0.0,0.0
357,NYJ,John Little,DT,1977.0,False,0,0,2,24.0,18.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,79.0
359,RAM,Bob Geddes,LB,1975.0,False,0,0,0,7.0,3.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
379,GNB,Mike Carter,WR,1972.0,False,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,1.0,25.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0
383,NYJ,Tom Bayless,DT,1970.0,False,0,0,0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
388,KAN,Bob Liggett,DT,1970.0,False,0,0,0,1.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,PHI,Tuufuli Uperesa,G,1971.0,False,0,0,0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
396,CIN,Larry Ely,LB,1975.0,False,0,0,1,10.0,6.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,92.0
407,BAL,Jack Maitland,RB,1972.0,False,0,0,0,4.0,3.0,41.0,0.0,0.0,0.0,0.0,0.0,100.0,267.0,2.0,14.0,106.0,1.0,0.0,0.0,0.0
425,NOR,Doug Wyatt,DB,1974.0,False,0,0,3,18.0,16.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0,219.0
431,GNB,Larry Krause,RB,1974.0,False,0,0,0,1.0,1.0,51.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,0.0,2.0,22.0,0.0,0.0,0.0,0.0
442,NWE,Jim Plunkett,QB,1986.0,False,0,0,10,86.0,38.0,157.0,1943.0,3701.0,25882.0,164.0,198.0,323.0,1337.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0
443,NOR,Archie Manning,QB,1984.0,False,0,2,11,75.0,69.0,151.0,2011.0,3642.0,23911.0,125.0,173.0,384.0,2197.0,18.0,1.0,-7.0,0.0,0.0,0.0,0.0
444,HOU,Dan Pastorini,QB,1983.0,False,0,1,9,60.0,60.0,140.0,1556.0,3055.0,18515.0,103.0,161.0,216.0,685.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0
445,BUF,J.D. Hill,WR,1977.0,False,0,1,5,36.0,34.0,73.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,0.0,185.0,2880.0,21.0,0.0,0.0,0.0
446,PHI,Richard Harris,DE,1977.0,False,0,0,6,22.0,11.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,231.0
447,NYJ,John Riggins,RB,1985.0,True,1,1,12,91.0,44.0,175.0,0.0,2.0,0.0,0.0,0.0,2916.0,11352.0,104.0,250.0,2090.0,12.0,0.0,0.0,0.0
448,ATL,Joe Profit,RB,1973.0,False,0,0,0,5.0,2.0,23.0,0.0,0.0,0.0,0.0,0.0,133.0,471.0,3.0,14.0,130.0,0.0,0.0,0.0,0.0
449,PIT,Frank Lewis,WR,1983.0,False,0,1,9,60.0,22.0,155.0,0.0,0.0,0.0,0.0,0.0,12.0,146.0,1.0,397.0,6724.0,40.0,0.0,0.0,0.0
450,GNB,John Brockington,RB,1977.0,False,1,3,7,53.0,51.0,95.0,0.0,1.0,0.0,0.0,0.0,1347.0,5185.0,30.0,157.0,1297.0,4.0,0.0,0.0,0.0
451,RAM,Isiah Robertson,LB,1982.0,False,2,6,11,105.0,81.0,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,48.0,791.0
452,CHI,Joe Moore,RB,1973.0,False,0,0,0,3.0,3.0,23.0,0.0,0.0,0.0,0.0,0.0,87.0,281.0,0.0,5.0,39.0,0.0,0.0,0.0,0.0
453,DEN,Marv Montgomery,OT,1978.0,False,0,0,3,33.0,21.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
454,SDG,Leon Burns,RB,1972.0,False,0,0,0,3.0,2.0,28.0,0.0,0.0,0.0,0.0,0.0,87.0,292.0,3.0,9.0,46.0,0.0,0.0,0.0,0.0
455,CLE,Clarence Scott,DB,1983.0,False,0,1,12,74.0,74.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,5.0,790.0
456,CIN,Vern Holland,OT,1980.0,False,0,0,8,65.0,63.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
457,KAN,Elmo Wright,WR,1975.0,False,0,0,3,13.0,13.0,51.0,0.0,0.0,0.0,0.0,0.0,10.0,69.0,1.0,70.0,1116.0,6.0,0.0,0.0,0.0
458,STL,Norm Thompson,DB,1979.0,False,0,0,7,46.0,35.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,5.0,427.0
459,NYG,Rocky Thompson,RB,1973.0,False,0,0,0,4.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,68.0,217.0,1.0,16.0,85.0,0.0,0.0,0.0,0.0
460,OAK,Jack Tatum,DB,1980.0,False,0,3,9,72.0,72.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,3.0,474.0
461,RAM,Jack Youngblood,DE,1984.0,True,5,7,13,107.0,107.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,24.0,581.0
462,DET,Bob Bell,DT,1978.0,False,0,0,4,28.0,12.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,139.0
463,BAL,Don McCauley,RB,1981.0,False,0,0,2,45.0,45.0,156.0,1.0,2.0,11.0,1.0,0.0,770.0,2627.0,40.0,333.0,3026.0,17.0,0.0,0.0,0.0
464,SFO,William Anderson,DB,1976.0,False,0,0,0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465,MIN,Leo Hayden,RB,1973.0,False,0,0,0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0
466,DAL,Tody Smith,DE,1976.0,False,0,0,4,26.0,5.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28.0,159.0
467,BAL,Lenny Dunlap,DB,1975.0,False,0,0,2,14.0,0.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,175.0
468,NWE,Julius Adams,DE,1987.0,False,0,1,12,63.0,63.0,206.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,19.0,494.0
469,CHI,Jim Harrison,RB,1974.0,False,0,0,2,11.0,11.0,38.0,0.0,0.0,0.0,0.0,0.0,308.0,1099.0,4.0,36.0,286.0,3.0,0.0,0.0,0.0
470,BUF,Jan White,TE,1972.0,False,0,0,2,3.0,3.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,278.0,2.0,0.0,0.0,0.0
471,DET,Dave Thompson,OT,1975.0,False,0,0,2,10.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472,NOR,Sam Holden,OT,1971.0,False,0,0,0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473,NYJ,John Mooring,OT,1974.0,False,0,0,0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474,ATL,Ken Burrow,WR,1975.0,False,0,0,5,27.0,27.0,64.0,0.0,0.0,0.0,0.0,0.0,6.0,25.0,0.0,152.0,2668.0,21.0,0.0,0.0,0.0
475,PIT,Jack Ham,LB,1982.0,True,6,8,12,117.0,117.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,3.0,976.0
476,DEN,Dwight Harrison,DB,1980.0,False,0,0,5,33.0,2.0,108.0,0.0,0.0,0.0,0.0,0.0,6.0,45.0,0.0,20.0,281.0,2.0,19.0,4.0,337.0
477,CHI,Charlie Ford,DB,1975.0,False,0,0,3,25.0,25.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,219.0
478,SFO,Ernie Janet,G,1975.0,False,0,0,1,6.0,6.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
479,WAS,Cotton Speyrer,WR,1975.0,False,0,0,1,7.0,7.0,36.0,1.0,1.0,54.0,1.0,0.0,1.0,1.0,0.0,34.0,535.0,5.0,0.0,0.0,0.0
480,KAN,Wilbur Young,DE,1982.0,False,0,0,7,43.0,29.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,283.0
481,CLE,Bo Cornell,LB,1977.0,False,0,0,2,17.0,8.0,96.0,0.0,0.0,0.0,0.0,0.0,22.0,33.0,0.0,3.0,25.0,0.0,2.0,7.0,168.0
482,CIN,Steve Lawson,G,1977.0,False,0,0,2,17.0,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
484,STL,Dan Dierdorf,OT,1983.0,True,3,6,10,94.0,94.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
485,NYG,Wayne Walton,OT,1974.0,False,0,0,0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
486,OAK,Phil Villapiano,LB,1983.0,False,0,4,8,66.0,63.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,18.0,529.0
487,GNB,Virgil Robinson,RB,1972.0,False,0,0,0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,34.0,97.0,1.0,12.0,53.0,1.0,0.0,0.0,0.0
488,MIA,Otto Stowe,WR,1974.0,False,0,0,1,12.0,6.0,36.0,0.0,0.0,0.0,0.0,0.0,4.0,29.0,0.0,43.0,742.0,10.0,0.0,0.0,0.0
489,DET,Charlie Weaver,LB,1981.0,False,0,0,8,57.0,57.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,18.0,529.0
490,SFO,Joe Orduna,RB,1974.0,False,0,0,0,2.0,2.0,39.0,0.0,0.0,0.0,0.0,0.0,74.0,236.0,3.0,11.0,58.0,1.0,0.0,0.0,0.0
491,PHI,Henry Allison,G,1977.0,False,0,0,1,4.0,4.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
492,DAL,Ike Thomas,DB,1975.0,False,0,0,0,2.0,2.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
493,BAL,Bill Atessis,DE,1971.0,False,0,0,0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
494,BUF,Bruce Jarvis,C,1974.0,False,0,0,2,9.0,9.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
495,NOR,Bivian Lee,DB,1975.0,False,0,0,1,16.0,16.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,111.0
497,HOU,Lynn Dickey,QB,1985.0,False,0,0,8,65.0,4.0,152.0,1747.0,3125.0,23322.0,141.0,179.0,140.0,121.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0
498,BUF,Jim Braxton,RB,1978.0,False,0,0,4,37.0,36.0,90.0,1.0,3.0,49.0,0.0,0.0,741.0,2890.0,25.0,144.0,1473.0,6.0,0.0,0.0,0.0
499,NYJ,Chris Farasopoulos,DB,1974.0,False,0,0,2,14.0,14.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,175.0
500,ATL,Leo Hart,QB,1972.0,False,0,0,0,0.0,0.0,3.0,6.0,16.0,53.0,0.0,3.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
501,PIT,Steve Davis,RB,1976.0,False,0,0,1,13.0,8.0,65.0,0.0,0.0,0.0,0.0,0.0,322.0,1305.0,9.0,33.0,301.0,2.0,0.0,0.0,0.0
503,GNB,Charlie Hall,DB,1976.0,False,0,0,0,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,2.0,0.0,0.0
504,RAM,Dave Elmendorf,DB,1979.0,False,0,0,9,77.0,77.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,3.0,474.0
505,CHI,Tony McGee,DE,1984.0,False,0,0,5,35.0,14.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,21.0,204.0
506,SDG,Mike Montgomery,RB,1974.0,False,0,0,0,12.0,6.0,37.0,4.0,10.0,111.0,1.0,0.0,96.0,297.0,2.0,59.0,835.0,7.0,0.0,0.0,0.0
507,CLE,Paul Staroba,WR,1973.0,False,0,0,0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,2.0,42.0,1.0,0.0,0.0,0.0
508,CIN,Ken Anderson,QB,1986.0,False,1,4,13,121.0,121.0,192.0,2654.0,4475.0,32838.0,197.0,160.0,397.0,2220.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0
509,CLE,Charlie Hall,LB,1980.0,False,0,0,9,50.0,50.0,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,29.0,647.0
510,DAL,Sam Scarber,RB,1976.0,False,0,0,0,4.0,4.0,25.0,0.0,0.0,0.0,0.0,0.0,76.0,304.0,2.0,26.0,164.0,2.0,0.0,0.0,0.0
511,NYG,Ron Hornsby,LB,1974.0,False,0,0,2,13.0,13.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,168.0
512,CHI,Bob Newton,G,1981.0,False,0,0,7,51.0,14.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
513,DET,Al Clark,DB,1976.0,False,0,0,2,15.0,3.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,175.0
514,OAK,Warren Koegel,C,1974.0,False,0,0,0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
515,MIA,Dale Farley,LB,1973.0,False,0,0,0,5.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
516,SFO,Willie Parker,C,1980.0,False,0,0,3,19.0,14.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
518,DAL,Bill Gregory,DE,1980.0,False,0,0,3,28.0,14.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,22.0,130.0
520,DEN,Lyle Alzado,DE,1985.0,False,2,2,14,86.0,48.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,23.0,535.0
522,HOU,Larron Jackson,G,1976.0,False,0,0,6,40.0,31.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-2.0,0.0,0.0,0.0,0.0
523,NOR,Carlos Bell,TE,1971.0,False,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
525,NYJ,Willie Zapalac,LB,1973.0,False,0,0,0,9.0,9.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
527,PIT,Gerry Mullins,G,1979.0,False,0,0,5,53.0,53.0,124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.0,0.0,0.0,0.0
529,NOR,Richard Winther,C,1972.0,False,0,0,0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
530,CHI,Jerry Moore,DB,1974.0,False,0,0,2,15.0,14.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,175.0
532,NOR,Dee Martin,DB,1971.0,False,0,0,1,7.0,7.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,111.0
533,CLE,Bubba Pena,G,1972.0,False,0,0,0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
